,,,,,CPX,,,,OC,,,,,,CL,,,,,,GS,,,,,,OCG,,,,,,,
instance,k/|V|,weight,|V|,|E|,T,EG,#N,GI,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C,ST,T,EG,#N,GI,#C(OC),#C(CL),#C(GS),ST
65,60%,nonunit,200,1011,3470.0,1.1,2255927,0,162.3,NA,14637,32.4,2549,1.0,897.4,NA,332440,13.5,252,0.2,3488.1,1.1,2223774,0,158,3.6,430.1,NA,43731,32.4,2348,126,316,1.1
67,60%,nonunit,200,1174,3511.2,1.5,2051461,0,2313.3,NA,198403,38.7,2193,1.2,3546.9,0.4,1035538,22.6,373,1.5,3483.2,1.3,2001365,0,638,3.4,3428.6,0.1,253759,38.1,2116,223,160,1.9
69,60%,nonunit,200,1083,3497.7,1.1,2016809,0,284.2,NA,29474,36.2,1829,0.6,1982.7,NA,772282,21.3,315,0.7,3494.9,0.9,1911003,0,310,3.4,458.9,NA,54960,36.3,1817,175,160,0.9
71,60%,nonunit,200,952,3461.6,1.2,2615709,0,98.5,NA,10921,36.6,1981,0.6,1218.4,NA,429659,16.6,217,0.4,3528.6,0.9,2427101,0,465,4.4,122.6,NA,13617,37.9,1825,113,159,0.7
73,60%,nonunit,200,1078,3506.7,1.1,2353413,0,1043.1,NA,98059,32.1,2310,0.8,3537.1,0.3,1067344,17.0,322,1.4,3514.1,1.4,2157211,0,628,4.0,821.4,NA,66813,36.4,2510,153,315,1.2
75,60%,nonunit,26300,41500,3537.8,<0.1,114701,0,3526.1,<0.1,63801,94.6,26646,29.0,3511.0,<0.1,125801,0,1044,0.2,3541.8,<0.1,113201,0,0,0.2,3497.6,<0.1,64701,94.6,26646,522,0,28.4
77,60%,nonunit,200,961,3540.8,0.8,2087168,0,366.1,NA,51946,29.0,2132,0.9,1278.5,NA,563461,14.4,285,0.5,3508.1,1.0,2332301,0,282,4.0,409.6,NA,65687,30.1,1862,136,296,0.8
79,60%,nonunit,26300,41500,3537.1,<0.1,86901,0,3548.7,<0.1,67412,95.9,25397,62.4,3554.2,<0.1,113401,0,1044,0.2,3574.5,<0.1,87701,0,0,0.2,3524.6,<0.1,78501,95.9,26310,522,0,68.6
81,60%,nonunit,199,1091,3499.7,1.8,2082701,0,3474.8,0.2,248739,37.3,2459,1.3,3561.0,0.7,1152201,18.5,302,1.9,3490.9,1.8,1942901,0,476,3.2,3568.8,0.2,265460,35.1,2553,175,159,2.2
83,60%,nonunit,200,1172,3553.4,2.0,2115249,0,3538.8,0.5,244401,35.4,2412,1.5,3516.6,0.9,826501,21.8,448,1.3,3483.0,2.1,1946401,0,316,3.6,3543.7,0.5,238601,35.3,2149,218,158,2.1
85,60%,nonunit,11470,17408,3449.9,<0.1,220501,0,220.0,NA,395,98.0,11003,137.9,3495.7,<0.1,320807,0,860,0.6,3553.9,<0.1,221101,0,0,2.9,351.8,NA,120,98.7,22815,430,0,247.7
87,60%,nonunit,13590,21240,3512.6,<0.1,257201,0,3528.7,<0.1,173071,87.9,21744,89.2,3467.2,<0.1,252522,0,892,0.5,3539.0,<0.1,241601,0,0,3.5,3528.8,<0.1,143101,87.9,23423,446,0,115.3
89,60%,nonunit,57316,77978,3294.2,NA,50101,100.0,2863.3,NA,50101,100.0,10735,1.5,3317.6,NA,65501,100.0,1272,0.1,3280.2,NA,49301,100.0,0,0.1,345.3,NA,1,100.0,16444,1360,0,2.3
91,60%,nonunit,200,1163,3571.8,2.1,2258901,0,3539.3,0.4,259201,36.5,2292,1.6,3565.1,0.7,839901,24.1,462,1.4,3529.5,2.2,2124401,0,482,3.5,3548.3,0.3,263497,37.7,2323,226,159,2.4
93,60%,nonunit,200,1162,3540.8,1.3,1985527,0,1980.4,NA,224265,35.1,1846,0.9,3526.7,0.4,849589,19.7,438,1.3,3554.4,1.3,1918101,0,490,3.5,3463.6,NA,380826,36.2,2178,208,317,2.3
95,60%,nonunit,15783,24663,3565.9,<0.1,243201,0,3551.1,<0.1,124301,92.5,15982,69.8,3520.9,<0.1,238801,0,924,0.4,3559.1,<0.1,223501,0,0,5.0,3465.7,<0.1,128401,92.5,24150,462,0,98.9
97,60%,nonunit,18096,28281,3506.0,<0.1,128601,0,3518.0,<0.1,86668,91.7,25387,101.1,3511.3,<0.1,145301,0,952,0.3,3547.0,<0.1,127001,0,0,6.4,3490.8,<0.1,107201,91.7,24537,476,0,111.5
99,60%,nonunit,26300,41500,3558.1,<0.1,109701,0,3590.5,<0.1,66101,94.5,26385,42.5,3511.0,<0.1,105401,0,1044,0.2,3530.8,<0.1,107101,0,0,0.2,3557.8,<0.1,63701,94.5,26385,522,0,44.4
101,60%,nonunit,26300,41500,3562.9,<0.1,111601,0,3522.4,<0.1,71601,95.9,26742,44.5,3559.5,<0.1,110101,0,1044,0.2,3563.9,<0.1,103601,0,0,0.3,3539.0,<0.1,71701,95.9,26742,522,0,44.9
103,60%,nonunit,15783,24663,3571.1,<0.1,185101,0,3452.8,<0.1,115001,90.2,17850,83.6,3512.6,<0.1,214201,0,924,0.3,3507.4,<0.1,144582,0,0,5.3,3453.8,<0.1,107201,90.2,24386,462,0,199.0
105,60%,nonunit,26300,41500,3530.0,<0.1,76601,0,3575.4,<0.1,59401,95.9,26302,61.2,3557.3,<0.1,80301,0,1044,0.1,3542.3,<0.1,74621,0,0,0.1,3539.5,<0.1,63407,95.9,26302,522,0,56.5
107,60%,nonunit,13590,21240,3506.5,<0.1,240898,0,3518.8,<0.1,146977,90.9,18507,123.7,3534.0,<0.1,272413,0,892,0.6,3525.3,<0.1,257501,0,0,4.0,3443.1,<0.1,134401,90.9,23257,446,0,177.6
109,60%,nonunit,66992,90970,3338.3,NA,50701,100.0,3172.1,NA,47001,100.0,11435,1.4,3536.8,NA,39001,100.0,1332,0.1,3347.2,NA,48201,100.0,0,<0.1,579.0,NA,1,100.0,14118,2639,0,1.9
111,60%,nonunit,450,17831,3561.4,11.5,47801,0,3522.0,12.2,27965,0.1,10591,0.2,3575.8,12.8,1,21.8,50224,1.6,3525.9,11.4,42101,<0.1,2257,1.1,3587.0,12.5,1,23.0,10591,50396,741,1.8
113,60%,nonunit,26300,41500,3568.7,<0.1,111701,0,3565.7,<0.1,74801,94.5,23960,93.5,3548.7,<0.1,103401,0,1044,0.2,3567.8,<0.1,109301,0,0,0.3,3549.1,<0.1,52501,94.5,26446,522,0,123.6
115,60%,nonunit,18096,28281,3572.5,<0.1,201901,0,3569.0,<0.1,94601,89.8,24130,257.7,3546.2,<0.1,154201,0,952,0.3,3548.1,<0.1,190701,0,0,6.7,3528.0,<0.1,94101,89.8,25228,476,0,337.2
117,60%,nonunit,18096,28281,3564.6,<0.1,168901,0,3551.7,<0.1,97696,89.8,14948,86.2,3573.5,<0.1,174401,0,952,0.4,3579.8,<0.1,193301,0,0,6.8,3538.6,<0.1,99801,89.8,24551,476,0,339.2
119,60%,nonunit,18096,28281,3560.9,<0.1,164801,0,3564.1,<0.1,94701,93.6,24848,169.8,3538.0,<0.1,174108,0,952,0.3,3497.1,<0.1,141001,0,0,6.7,3587.5,<0.1,92270,93.6,24513,476,0,171.8
121,60%,nonunit,18096,28281,3563.3,<0.1,140821,0,3535.2,<0.1,96901,91.5,18167,106.2,3559.6,<0.1,163301,0,952,0.3,3570.6,<0.1,136601,0,0,6.0,3524.3,<0.1,100301,91.5,24442,476,0,246.1
123,60%,nonunit,26300,41500,3583.1,<0.1,108201,0,3541.8,<0.1,67401,94.6,27046,32.9,3549.5,<0.1,79701,0,1044,0.2,3546.8,<0.1,114201,0,0,0.2,3550.9,<0.1,52401,94.6,27046,522,0,42.8
125,60%,nonunit,26300,41500,3496.9,<0.1,102701,0,3557.3,<0.1,71076,94.5,27046,55.0,3432.9,<0.1,114201,0,1044,0.2,3580.9,<0.1,96801,0,0,0.2,3549.5,<0.1,70701,94.5,27046,522,0,50.2
127,60%,nonunit,18096,28281,3583.4,<0.1,188301,0,3572.2,<0.1,109030,91.7,19180,93.2,3575.7,<0.1,102001,0,952,0.4,3576.9,<0.1,164901,0,0,6.8,3551.8,<0.1,107901,91.7,24792,476,0,149.6
129,60%,nonunit,15783,24663,3551.2,<0.1,236427,0,3569.8,<0.1,125501,88.1,19334,150.6,3576.6,<0.1,176101,0,924,0.3,3580.2,<0.1,235901,0,0,5.2,3563.7,<0.1,142400,88.1,24245,462,0,196.8
131,60%,nonunit,2980,5360,3562.3,0.2,959141,0,3524.6,NA,57694,94.1,12882,80.1,3330.2,NA,102923,91.5,523,0.1,3589.2,0.2,904424,0,0,2.0,1506.9,NA,23202,94.1,14331,348,0,103.7
133,60%,nonunit,15783,24663,3574.3,<0.1,185101,0,3524.0,<0.1,135301,90.2,21879,106.5,3571.9,<0.1,174601,0,924,0.4,3529.3,<0.1,161201,0,0,5.2,3544.3,<0.1,128501,90.2,24705,462,0,153.8
135,60%,nonunit,26300,41500,3523.0,<0.1,121601,0,3536.0,<0.1,87201,95.8,25088,36.5,3542.8,<0.1,80203,0,1044,0.3,3557.0,<0.1,110101,0,0,0.2,3543.7,<0.1,78001,95.8,26254,522,0,40.9
137,60%,nonunit,26300,41500,3521.2,<0.1,111101,0,3553.4,<0.1,61311,95.8,24068,84.6,3573.8,<0.1,75201,0,1044,0.1,3524.9,<0.1,98001,0,0,0.2,3539.3,<0.1,81001,95.8,26690,522,0,101.3
139,60%,nonunit,18096,28281,3562.8,<0.1,137601,0,3550.2,<0.1,96501,91.7,24380,145.4,3566.4,<0.1,140001,0,952,0.3,3581.7,<0.1,120401,0,0,6.5,3561.7,<0.1,99401,91.7,24402,476,0,153.6
141,60%,nonunit,18096,28281,3568.1,<0.1,189001,0,3564.2,<0.1,103101,91.5,25953,101.5,3579.3,<0.1,144501,0,952,0.3,3558.5,<0.1,166601,0,0,6.1,3536.4,<0.1,104801,91.5,25793,476,0,110.2
143,60%,nonunit,18096,28281,3570.2,<0.1,183401,0,3553.8,<0.1,106201,91.7,18226,92.7,3566.3,<0.1,127601,0,952,0.2,3541.6,<0.1,146201,0,0,6.5,3570.9,<0.1,96001,91.7,24607,476,0,223.4
145,60%,nonunit,18096,28281,3495.0,<0.1,173701,0,3543.7,<0.1,93501,89.8,24543,126.8,3577.7,<0.1,132601,0,952,0.3,3587.4,<0.1,157451,0,0,7.3,3575.2,<0.1,110201,89.8,24631,476,0,131.2
147,60%,nonunit,18096,28281,3570.3,<0.1,196701,0,3545.9,<0.1,101601,89.8,24531,99.1,3582.7,<0.1,151001,0,952,0.3,3541.0,<0.1,185801,0,0,6.9,3553.5,<0.1,106064,89.8,24476,476,0,160.0
149,60%,nonunit,26300,41500,3440.7,<0.1,119601,0,3571.5,<0.1,64901,95.9,24645,60.1,3546.8,<0.1,81801,0,1044,0.2,3570.8,<0.1,106801,0,0,0.3,3521.6,<0.1,58714,95.9,26452,522,0,71.5
151,60%,nonunit,15783,24663,3539.6,<0.1,187901,0,3501.2,<0.1,112201,92.5,23764,64.2,3585.8,<0.1,152601,0,924,0.4,3564.3,<0.1,184101,0,0,5.0,3528.4,<0.1,110401,92.5,23764,462,0,71.5
153,60%,nonunit,29076,45570,3544.3,<0.1,111542,0,449.9,NA,3297,98.7,19130,135.6,3583.0,<0.1,80601,0,1068,0.2,3559.1,<0.1,109501,0,0,0.2,720.5,NA,1994,98.7,26865,534,0,358.8
155,60%,nonunit,26300,41500,3495.1,<0.1,115801,0,3540.8,<0.1,70001,95.9,23382,32.3,3576.6,<0.1,60203,0,1044,0.1,3525.7,<0.1,104401,0,0,0.2,3504.2,<0.1,88301,95.9,23860,522,0,47.3
157,60%,nonunit,2980,5360,3534.7,0.2,1116901,0,1292.0,NA,23902,94.0,8206,49.8,1630.5,NA,57380,91.2,632,<0.1,3559.2,0.2,1072301,0,0,2.3,1220.5,NA,23417,94.0,8916,348,0,61.5
159,60%,nonunit,18096,28281,3547.8,<0.1,170901,0,3548.3,<0.1,111001,91.5,19856,124.9,3553.8,<0.1,195201,0,952,0.3,3546.6,<0.1,146101,0,0,6.6,3511.0,<0.1,71801,91.5,24959,476,0,258.7
161,60%,nonunit,138141,227241,3575.7,0.3,201,0,3549.5,0.4,130,0,12000,0.4,3591.9,3.5,1,13.8,5321,0.5,3549.8,0.2,251,0,0,0,3589.9,5.7,1,0,12000,3456,0,0.6
163,60%,nonunit,18096,28281,3534.8,<0.1,131101,0,3546.4,<0.1,103001,91.5,23277,152.9,3585.8,<0.1,142401,0,952,0.3,3531.6,<0.1,131301,0,0,7.3,3517.6,<0.1,93401,91.5,24799,476,0,191.2
165,60%,nonunit,18096,28281,3354.4,<0.1,210401,0,3385.2,<0.1,108201,91.8,24279,85.0,3370.9,<0.1,171932,0,952,0.3,3427.9,<0.1,210302,0,0,6.4,3312.7,<0.1,105101,91.8,24279,476,0,91.6
167,60%,nonunit,15783,24663,3552.4,<0.1,224901,0,3563.9,<0.1,148401,92.5,24641,112.8,3504.3,<0.1,170701,0,924,0.3,3547.6,<0.1,221701,0,0,6.0,3533.9,<0.1,145301,92.5,24586,462,0,120.2
169,60%,nonunit,4768,8576,3516.0,0.2,781301,0,980.2,NA,7503,97.6,11769,156.1,573.0,NA,9195,95.6,945,<0.1,3545.6,0.2,769501,0,0,2.1,799.0,NA,6018,97.6,13243,372,0,205.1
171,60%,nonunit,18096,28281,3536.8,<0.1,179801,0,3533.2,<0.1,79401,89.8,20487,131.2,3561.1,<0.1,159901,0,952,0.4,3542.6,<0.1,178501,0,0,6.4,3541.4,<0.1,92101,89.8,24499,476,0,264.8
173,60%,nonunit,56860,77264,3298.6,NA,70901,100.0,2765.7,NA,45001,100.0,10602,1.4,3355.9,NA,48101,100.0,1268,0.1,3308.6,NA,68501,100.0,0,0.1,415.8,NA,1,100.0,19084,1027,0,2.6
175,60%,nonunit,3523,6446,3541.1,0.2,1040901,0,625.0,NA,8309,96.6,15013,117.1,1029.0,NA,34293,94.2,710,<0.1,3546.6,0.2,1023111,0,0,2.3,408.6,NA,2812,97.0,18855,356,0,186.2
177,60%,nonunit,5066,9112,3533.4,0.2,573375,0,3498.3,<0.1,25501,94.9,18431,209.5,3554.0,<0.1,44196,92.3,1004,0.1,3554.1,0.2,551601,0,0,1.7,3537.8,<0.1,21501,94.9,19980,376,0,289.6
179,60%,nonunit,15783,24663,3533.6,<0.1,219501,0,3517.8,<0.1,137901,90.2,19262,93.6,3525.1,<0.1,185301,0,924,0.5,3545.5,<0.1,211301,0,0,5.1,3544.7,<0.1,91701,90.2,23751,462,0,159.2
181,60%,nonunit,18096,28281,3541.3,<0.1,191601,0,3548.6,<0.1,69401,91.8,17884,138.5,3552.1,<0.1,166601,0,952,0.3,3556.8,<0.1,192001,0,0,6.8,3575.3,<0.1,71401,91.8,24538,476,0,366.8
183,60%,nonunit,72420,118362,3559.2,0.1,10213,0,3517.9,<0.1,6601,93.0,12000,2.1,3540.6,0.1,9308,0,1396,<0.1,3514.8,0.1,9948,0,0,<0.1,3559.0,<0.1,6901,93.0,12000,704,0,1.9
185,60%,nonunit,3523,6446,3503.5,0.2,1051201,0,568.4,NA,9118,96.4,7853,81.5,458.4,NA,10422,95.1,560,<0.1,3519.3,0.2,983399,0,0,2.5,642.7,NA,9111,96.4,8033,356,0,91.4
187,60%,nonunit,4227,7734,3515.8,0.2,832401,0,3506.8,<0.1,40501,95.2,8034,95.0,3562.0,<0.1,72897,93.1,853,0.1,3556.0,0.2,769101,0,0,2.2,3549.5,<0.1,35601,95.2,11269,366,0,189.2
189,60%,nonunit,7400,13600,3512.3,0.2,468201,0,3560.8,<0.1,13110,97.6,20301,396.4,3520.1,<0.1,21169,95.8,1408,0.1,3558.6,0.2,450772,0,0,2.7,3563.5,<0.1,10090,97.6,18770,403,0,423.4
191,60%,nonunit,4579,8378,3524.9,0.2,756001,0,1455.6,NA,13525,97.6,12046,170.2,1512.3,NA,20319,95.6,933,0.1,3516.7,0.2,705801,0,0,2.0,1463.6,NA,13525,97.6,12046,370,0,177.4
193,60%,nonunit,7030,12920,3490.2,0.2,481901,0,3455.5,<0.1,18401,97.4,13666,216.6,3546.8,<0.1,25311,96.0,1333,0.1,3554.6,0.2,472201,0,0,2.5,3551.9,<0.1,15011,97.4,19803,399,0,440.2
195,60%,nonunit,1150,81068,3580.4,15.6,3701,0,3586.7,15.6,1594,0,5284,<0.1,3591.1,14.9,1,3.9,3906,0.1,3547.8,15.6,2111,0,3693,7.2,3591.5,14.9,1,4.2,10568,3038,1882,4.1
197,60%,nonunit,1534,127011,3586.3,15.5,1343,0,3522.1,15.6,1204,0,6684,<0.1,3591.4,15.0,1,2.1,4266,0.1,3522.6,15.5,1161,0,4930,12.8,3591.5,15.0,1,2.0,10026,3318,1228,3.2
199,60%,nonunit,1534,126163,3565.6,15.4,404,0,3564.2,15.5,1001,<0.1,10002,<0.1,3570.5,15.3,1,0.3,59487,2.8,3589.7,15.1,901,0,4922,12.7,3561.5,15.5,1,0.4,10002,58065,2476,9.3
1,70%,nonunit,6160,40207,1.6,NA,1,100.0,1.5,NA,1,100.0,0,0,2.6,NA,1,100.0,0,0,1.5,NA,1,100.0,0,0,2.6,NA,1,100.0,0,0,0,0
3,70%,nonunit,60541,48418,10.3,NA,1,100.0,10.8,NA,1,100.0,0,0,17.3,NA,1,100.0,0,0,10.6,NA,1,100.0,0,0,17.6,NA,1,100.0,0,0,0,0
5,70%,nonunit,200,798,0.1,NA,1,100.0,0.1,NA,1,100.0,143,0,0.1,NA,1,100.0,26,0,0.1,NA,1,100.0,103,<0.1,0.1,NA,1,100.0,143,26,103,<0.1
7,70%,nonunit,8794,10121,0.6,NA,1,100.0,0.6,NA,1,100.0,0,0,0.9,NA,1,100.0,0,0,0.6,NA,1,100.0,0,0,0.9,NA,1,100.0,0,0,0,0
9,70%,nonunit,38452,174645,37.3,NA,1,100.0,39.0,NA,1,100.0,3000,<0.1,62.9,NA,1,100.0,331,<0.1,41.3,NA,1,100.0,0,2.5,65.8,NA,1,100.0,3000,331,0,2.5
11,70%,nonunit,9877,25973,1.5,NA,1,100.0,1.5,NA,1,100.0,0,0,2.7,NA,1,100.0,0,0,1.5,NA,1,100.0,0,0,2.7,NA,1,100.0,0,0,0,0
13,70%,nonunit,45307,36697,7.0,NA,1,100.0,6.8,NA,1,100.0,0,0,9.8,NA,1,100.0,0,0,6.8,NA,1,100.0,0,0,10.1,NA,1,100.0,0,0,0,0
15,70%,nonunit,53610,42940,7.9,NA,1,100.0,7.8,NA,1,100.0,0,0,12.4,NA,1,100.0,0,0,8.1,NA,1,100.0,0,0,12.2,NA,1,100.0,0,0,0,0
17,70%,nonunit,23541,34233,5.6,NA,1,100.0,5.6,NA,1,100.0,0,0,8.8,NA,1,100.0,0,0,4.9,NA,1,100.0,0,0,8.4,NA,1,100.0,0,0,0,0
19,70%,nonunit,200,862,0.1,NA,1,100.0,0.1,NA,1,100.0,136,<0.1,0.1,NA,1,100.0,29,0,0.1,NA,1,100.0,51,<0.1,0.1,NA,1,100.0,136,24,48,<0.1
21,70%,nonunit,24765,19655,2.0,NA,1,100.0,2.0,NA,1,100.0,0,0,3.1,NA,1,100.0,0,0,2.1,NA,1,100.0,0,0,3.1,NA,1,100.0,0,0,0,0
23,70%,nonunit,27717,133665,24.3,NA,1,100.0,23.8,NA,1,100.0,3000,<0.1,37.5,NA,1,100.0,303,<0.1,25.4,NA,1,100.0,0,0.6,38.0,NA,1,100.0,3000,303,0,0.7
25,70%,nonunit,23194,18295,1.9,NA,1,100.0,1.8,NA,1,100.0,0,0,2.8,NA,1,100.0,0,0,1.9,NA,1,100.0,0,0,2.8,NA,1,100.0,0,0,0,0
27,70%,nonunit,65866,52435,12.0,NA,1,100.0,12.1,NA,1,100.0,0,0,19.8,NA,1,100.0,0,0,11.9,NA,1,100.0,0,0,19.9,NA,1,100.0,0,0,0,0
29,70%,nonunit,13431,16234,1.3,NA,1,100.0,1.2,NA,1,100.0,0,0,2.0,NA,1,100.0,0,0,1.2,NA,1,100.0,0,0,2.0,NA,1,100.0,0,0,0,0
31,70%,nonunit,200,813,0.5,NA,1,100.0,1.3,NA,493,100.0,263,<0.1,0.8,NA,101,100.0,119,0,4.5,NA,8241,100.0,198,0.1,0.3,NA,1,100.0,428,98,104,<0.1
33,70%,nonunit,4410,6885,0.5,NA,1,100.0,0.5,NA,1,100.0,252,0,0.6,NA,1,100.0,182,0,0.5,NA,1,100.0,0,0.1,0.7,NA,1,100.0,252,182,0,0.1
35,70%,nonunit,200,864,0.1,NA,1,100.0,0.1,NA,1,100.0,192,<0.1,0.1,NA,1,100.0,37,0,0.2,NA,1,100.0,92,<0.1,0.2,NA,1,100.0,192,32,92,<0.1
37,70%,nonunit,198,808,0.2,NA,1,100.0,0.1,NA,1,100.0,147,<0.1,0.1,NA,1,100.0,36,0,0.2,NA,1,100.0,109,<0.1,0.2,NA,1,100.0,158,31,199,0.1
39,70%,nonunit,6795,10620,0.8,NA,1,100.0,0.8,NA,1,100.0,465,<0.1,1.1,NA,1,100.0,195,0,1.0,NA,1,100.0,0,0.1,1.2,NA,1,100.0,465,195,0,0.2
41,70%,nonunit,200,1023,252.9,NA,441001,100.0,81.6,NA,51428,100.0,331,0.1,29.7,NA,24229,100.0,99,<0.1,63.0,NA,47273,100.0,218,0.1,1.8,NA,1,100.0,2044,190,194,0.3
43,70%,nonunit,200,841,29.4,NA,23170,100.0,3.5,NA,2599,100.0,257,<0.1,1.4,NA,493,100.0,125,<0.1,29.9,NA,23170,100.0,112,<0.1,1.8,NA,1,100.0,2656,251,140,0.3
45,70%,nonunit,200,1020,40.8,NA,74001,100.0,0.4,NA,1,100.0,285,<0.1,1.1,NA,228,100.0,84,0,41.6,NA,74001,100.0,108,0.1,0.3,NA,1,100.0,311,58,108,0.1
47,70%,nonunit,200,1093,939.2,NA,1402001,100.0,70.7,NA,68001,100.0,286,0.1,2438.1,NA,2171658,100.0,76,2.2,963.5,NA,1402001,100.0,107,1.8,17.2,NA,4785,100.0,4264,331,217,0.4
49,70%,nonunit,200,933,0.2,NA,1,100.0,0.6,NA,1,100.0,220,<0.1,0.3,NA,1,100.0,53,0,0.2,NA,1,100.0,116,<0.1,0.3,NA,1,100.0,302,45,219,0.1
51,70%,nonunit,200,1098,48.5,NA,61337,100.0,26.0,NA,25001,100.0,295,0.1,59.6,NA,53001,100.0,121,<0.1,1855.4,NA,2077701,100.0,312,2.0,1.3,NA,1,100.0,1844,206,207,0.2
53,70%,nonunit,200,1026,356.6,NA,597001,100.0,42.3,NA,35239,100.0,247,0.1,381.1,NA,356861,100.0,78,0.5,201.0,NA,261001,100.0,191,0.2,3.2,NA,1,100.0,3754,157,139,0.4
55,70%,nonunit,200,938,0.1,NA,1,100.0,0.2,NA,1,100.0,163,<0.1,0.1,NA,1,100.0,48,0,0.1,NA,1,100.0,99,<0.1,0.2,NA,1,100.0,163,47,99,<0.1
57,70%,nonunit,200,1160,3492.0,<0.1,4750833,0,1622.9,NA,1062232,0,296,1.4,1898.2,NA,1421012,0,119,1.4,3538.6,<0.1,4705552,0,116,5.4,263.7,NA,22477,0,25235,1619,116,3.0
59,70%,nonunit,200,961,0.7,NA,64,100.0,0.2,NA,1,100.0,227,<0.1,0.4,NA,1,100.0,85,0,0.8,NA,64,100.0,102,<0.1,0.2,NA,1,100.0,227,62,102,<0.1
61,70%,nonunit,200,931,0.3,NA,1,100.0,0.3,NA,1,100.0,240,<0.1,0.1,NA,1,100.0,65,0,0.3,NA,1,100.0,105,<0.1,0.3,NA,1,100.0,441,51,105,<0.1
63,70%,nonunit,200,1011,0.4,NA,1,100.0,12.0,NA,11001,100.0,265,<0.1,1.9,NA,965,100.0,86,0,0.4,NA,1,100.0,116,<0.1,1.4,NA,1,100.0,1919,130,217,0.2
65,70%,nonunit,200,1011,14.9,NA,31001,100.0,0.9,NA,296,100.0,264,<0.1,2.2,NA,1011,100.0,86,0,1.6,NA,1507,100.0,211,<0.1,0.7,NA,1,100.0,733,75,116,0.1
67,70%,nonunit,200,1174,3459.1,<0.1,3915962,0,2241.2,NA,1424378,0,307,2.5,886.2,NA,604493,0,147,0.7,3457.0,<0.1,3668504,0,440,3.9,432.0,NA,34820,0,29914,9628,130,3.2
69,70%,nonunit,200,1083,8.9,NA,15001,100.0,2.9,NA,1695,100.0,294,0,48.8,NA,33481,100.0,132,0.1,9.3,NA,15001,100.0,115,<0.1,1.6,NA,1,100.0,1542,179,115,0.2
71,70%,nonunit,200,952,0.4,NA,1,100.0,0.2,NA,1,100.0,237,<0.1,0.4,NA,1,100.0,44,0,0.5,NA,1,100.0,153,<0.1,0.3,NA,1,100.0,315,36,111,<0.1
73,70%,nonunit,200,1078,1.3,NA,1001,100.0,10.8,NA,9332,100.0,289,<0.1,1.1,NA,101,100.0,89,0,1.4,NA,1001,100.0,109,<0.1,1.7,NA,1,100.0,2138,183,109,0.2
75,70%,nonunit,26300,41500,10.5,NA,1,100.0,11.0,NA,1,100.0,2001,0.1,15.1,NA,1,100.0,261,<0.1,13.6,NA,1,100.0,0,2.8,18.4,NA,1,100.0,2001,261,0,3.4
77,70%,nonunit,200,961,0.7,NA,64,100.0,0.2,NA,1,100.0,227,<0.1,0.4,NA,1,100.0,85,<0.1,0.8,NA,64,100.0,102,<0.1,0.2,NA,1,100.0,227,62,102,<0.1
79,70%,nonunit,26300,41500,12.6,NA,1,100.0,12.7,NA,1,100.0,1743,0.1,16.4,NA,1,100.0,261,0,14.5,NA,1,100.0,0,2.1,18.8,NA,1,100.0,1743,261,0,2.3
81,70%,nonunit,199,1091,3501.1,<0.1,5634068,0,3427.3,<0.1,2638650,0,280,4.9,3434.0,NA,3413337,0,79,3.7,3506.6,<0.1,4344086,0,190,5.9,955.5,NA,78017,0,27386,2621,209,3.2
83,70%,nonunit,200,1172,3529.8,0.1,3128016,0,3500.8,0.1,1758536,0,375,3.9,3495.1,0.1,1900501,0,148,2.7,3507.4,0.1,2537801,0,242,4.0,2264.7,NA,204388,0,29355,13205,117,3.4
85,70%,nonunit,11470,17408,1.5,NA,1,100.0,1.5,NA,1,100.0,623,<0.1,2.2,NA,1,100.0,215,0,1.7,NA,1,100.0,0,0.3,2.5,NA,1,100.0,623,215,0,0.3
87,70%,nonunit,13590,21240,2.6,NA,1,100.0,2.7,NA,1,100.0,816,<0.1,3.7,NA,1,100.0,223,0,3.1,NA,1,100.0,0,0.5,4.3,NA,1,100.0,816,223,0,0.5
89,70%,nonunit,57316,77978,26.4,NA,1,100.0,26.6,NA,1,100.0,2376,0.2,46.1,NA,1,100.0,318,<0.1,30.3,NA,1,100.0,0,4.0,49.9,NA,1,100.0,2376,318,0,4.2
91,70%,nonunit,200,1163,3477.6,0.1,2841501,0,3513.3,0.1,1543628,0,326,3.4,3523.5,0.1,1900101,0,188,2.9,3437.1,0.1,2756601,0,118,4.0,2623.2,NA,213620,0,27225,3992,123,3.1
93,70%,nonunit,200,1162,3533.2,0.1,4107368,0,3537.5,<0.1,2012801,0,297,4.5,3492.3,<0.1,1870301,0,134,2.7,3493.5,0.1,3225151,0,448,4.3,1825.5,NA,228573,0,28576,3631,226,3.5
95,70%,nonunit,15783,24663,3.3,NA,1,100.0,3.4,NA,1,100.0,1061,<0.1,4.9,NA,1,100.0,231,0,4.1,NA,1,100.0,0,0.8,5.7,NA,1,100.0,1061,231,0,0.8
97,70%,nonunit,18096,28281,4.8,NA,1,100.0,4.8,NA,1,100.0,1333,0.1,6.9,NA,1,100.0,238,0,6.1,NA,1,100.0,0,1.2,8.2,NA,1,100.0,1333,238,0,1.3
